season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,314
1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,221
2,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,173
2,1,5,6,0,1,1,1,0.46,0.4545,0.88,0.1045,142
3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,42
4,1,12,21,0,2,1,1,0.32,0.3182,0.53,0.194,207
4,1,9,2,0,2,1,1,0.42,0.4242,0.77,0.1343,14
2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,273
4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,333
3,1,8,8,0,3,1,1,0.66,0.6212,0.61,0.1642,808
4,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045,888
4,0,11,13,0,3,1,3,0.46,0.4545,0.94,0.1343,58
4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,414
1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,541
1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537,63
3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,649
3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,6
4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,200
4,0,12,3,0,3,1,3,0.46,0.4545,1.0,0.2239,3
4,0,11,19,0,1,1,1,0.46,0.4545,0.59,0.0,300
3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,222
2,1,6,23,0,5,1,1,0.62,0.6212,0.53,0.2537,222
3,1,8,20,0,2,1,1,0.64,0.6061,0.73,0.0,358
1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,1
4,1,10,0,0,3,1,1,0.38,0.3939,0.76,0.0,49
3,1,9,14,0,5,1,1,0.8,0.7727,0.59,0.2537,253
4,1,12,5,0,3,1,1,0.26,0.2576,0.6,0.194,37
4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,283
3,0,9,5,0,3,1,2,0.54,0.5152,1.0,0.1642,31
3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,325
4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,154
2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,26
2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,257
3,0,9,3,0,2,1,2,0.54,0.5152,0.83,0.2239,3
4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,190
2,1,4,15,0,6,0,1,0.72,0.6515,0.39,0.2537,628
4,1,10,1,0,1,1,2,0.58,0.5455,0.64,0.3881,29
4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,217
4,1,12,17,0,3,1,2,0.32,0.303,0.53,0.2239,561
4,1,12,7,0,3,1,1,0.26,0.2727,0.75,0.1343,363
1,0,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,105
3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0.0,338
3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,274
1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,1
1,0,2,11,0,1,1,1,0.3,0.3182,0.65,0.0896,47
2,1,5,7,0,4,1,1,0.54,0.5152,0.73,0.3881,474
1,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,594
2,1,5,13,0,4,1,1,0.62,0.6212,0.41,0.194,327
2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,18
2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,135
4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,87
1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,2
2,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,201
1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,54
1,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194,118
3,1,9,11,0,4,1,1,0.62,0.6212,0.43,0.0,243
1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,86
1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0.0,10
4,1,10,16,0,3,1,1,0.74,0.6515,0.33,0.1343,532
4,1,11,11,0,3,1,1,0.4,0.4091,0.5,0.194,241
1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,159
4,1,12,14,0,0,0,2,0.38,0.3939,0.87,0.194,232
3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,280
4,0,12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,220
3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,256
4,1,10,8,0,0,0,2,0.5,0.4848,0.59,0.5522,173
4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,273
1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,274
4,1,11,13,0,2,1,2,0.44,0.4394,0.58,0.0,267
3,0,9,15,0,6,0,2,0.52,0.5,0.72,0.194,354
4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,148
3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,512
1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,2
3,0,9,13,0,0,0,2,0.78,0.7424,0.62,0.2836,419
1,1,12,0,1,2,0,3,0.24,0.2576,0.93,0.0896,13
3,0,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,37
2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,162
2,1,5,5,0,6,0,1,0.42,0.4242,0.67,0.1343,13
2,1,5,16,0,2,1,1,0.74,0.6667,0.45,0.194,354
1,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,42
1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,45
4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,132
4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,16
2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,644
4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,7
1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,108
4,1,10,22,0,3,1,2,0.6,0.6061,0.64,0.1343,238
2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,345
2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,97
3,1,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,278
4,1,10,2,0,2,1,3,0.36,0.3333,0.87,0.2537,7
3,0,8,14,0,4,1,2,0.72,0.697,0.74,0.0,113
3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,497
2,1,5,12,0,6,0,1,0.66,0.6212,0.36,0.0,642
2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,4
1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,35
1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,285
2,1,5,9,0,1,1,3,0.56,0.5303,0.88,0.2239,186
4,1,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537,647
4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,74
2,0,4,13,0,3,1,1,0.64,0.5909,0.78,0.2985,150
2,1,6,6,0,1,1,1,0.52,0.5,0.68,0.0,139
4,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,827
2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,277
1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,197
4,1,12,17,0,2,1,1,0.52,0.5,0.59,0.2239,743
4,1,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239,388
3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,459
1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0.0,3
3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,109
4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,354
1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0.0,228
3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,359
2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,61
3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,15
4,0,11,21,0,1,1,1,0.6,0.6212,0.53,0.3582,213
1,0,12,16,0,5,1,1,0.38,0.3939,0.5,0.2985,181
1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,219
4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,953
1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,64
2,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,319
3,0,8,7,0,5,1,1,0.66,0.6061,0.78,0.1343,270
1,0,12,0,1,1,0,1,0.22,0.2273,0.75,0.1642,11
1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,44
3,0,8,12,0,6,0,1,0.8,0.7576,0.55,0.2239,382
3,0,8,17,0,0,0,1,0.76,0.6818,0.4,0.2985,398
3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,399
1,0,2,14,0,6,0,3,0.22,0.2727,1.0,0.0,55
4,0,9,21,0,6,0,1,0.62,0.5758,0.83,0.0896,222
1,1,12,14,0,5,1,2,0.3,0.303,0.49,0.1343,261
1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,73
3,0,9,6,0,3,1,1,0.58,0.5455,0.88,0.1045,145
2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,188
4,1,12,1,0,4,1,1,0.32,0.3485,0.66,0.0,20
3,1,6,13,0,5,1,1,0.94,0.8788,0.38,0.194,239
2,1,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,162
2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,104
3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,165
4,0,11,5,0,0,0,1,0.34,0.3333,0.61,0.1642,5
3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,375
3,1,9,1,0,1,1,1,0.52,0.5,0.72,0.0896,21
4,1,10,6,0,6,0,1,0.3,0.2879,0.61,0.194,28
1,1,3,0,0,1,1,1,0.24,0.2273,0.44,0.194,17
4,1,10,22,0,5,1,2,0.52,0.5,0.83,0.1343,217
1,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,124
3,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194,640
3,0,9,14,0,5,1,2,0.7,0.6515,0.61,0.1045,283
2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,34
1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,308
1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,13
2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,3
1,0,3,17,0,5,1,2,0.36,0.3333,0.5,0.2537,228
1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,14
1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,6
4,0,9,12,0,5,1,3,0.62,0.5455,0.94,0.1045,29
3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,6
2,1,5,7,0,5,1,1,0.42,0.4242,0.5,0.2537,351
3,0,8,14,0,5,1,1,0.8,0.7727,0.59,0.0,219
2,0,5,6,0,3,1,3,0.34,0.303,0.93,0.3881,21
1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,51
4,0,12,20,0,1,1,1,0.4,0.4091,0.4,0.1642,206
1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.194,5
1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0.0,116
1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,20
2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,616
3,1,8,22,0,5,1,2,0.7,0.6515,0.61,0.0,251
3,1,9,12,0,0,0,1,0.66,0.6212,0.44,0.1642,656
4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,558
4,1,11,1,0,0,0,1,0.34,0.3485,0.76,0.0896,108
2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,234
1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,2
4,1,11,15,0,1,1,1,0.44,0.4394,0.54,0.194,257
3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,41
3,1,8,1,0,0,0,1,0.74,0.697,0.7,0.2537,87
1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,174
3,0,9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,248
4,0,9,20,0,0,0,1,0.64,0.5758,0.83,0.0896,186
2,1,5,12,0,1,1,2,0.56,0.5303,0.68,0.2239,263
3,1,9,1,0,6,0,1,0.6,0.5909,0.73,0.0,109
1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,116
2,1,4,3,0,6,0,1,0.34,0.3182,0.49,0.2239,26
1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,2
3,1,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,371
3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,208
2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,719
3,1,9,16,0,4,1,1,0.74,0.697,0.7,0.2239,416
3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,44
4,1,11,16,0,1,1,1,0.42,0.4242,0.58,0.2537,380
4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0,11
3,0,9,23,0,0,0,1,0.54,0.5152,0.68,0.194,54
3,1,9,23,0,0,0,1,0.54,0.5152,0.68,0.1045,94
4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0.0,606
1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,52
1,0,3,20,0,4,1,3,0.36,0.3333,0.0,0.3284,38
1,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,222
1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,58
1,1,1,7,0,5,1,2,0.42,0.4242,1.0,0.2985,134
3,1,9,23,0,2,1,1,0.72,0.697,0.74,0.2985,95
1,0,3,4,0,0,0,1,0.26,0.2576,0.56,0.2239,3
2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,581
4,1,12,22,0,5,1,1,0.28,0.2879,0.75,0.1045,138
2,0,5,4,0,0,0,2,0.52,0.5,1.0,0.0,13
2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,6
2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,57
1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.194,160
4,1,12,4,0,0,0,2,0.26,0.303,0.93,0.0,7
3,1,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,15
2,0,5,2,0,4,1,1,0.5,0.4848,0.94,0.0,15
4,1,10,5,0,3,1,2,0.46,0.4545,0.88,0.0896,40
3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,133
4,1,12,3,0,5,1,2,0.26,0.2576,0.81,0.194,5
3,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,741
3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,214
1,0,2,3,0,0,0,1,0.26,0.2879,0.87,0.0896,11
4,0,11,12,0,6,0,1,0.36,0.3485,0.46,0.1642,372
4,1,11,21,0,3,1,1,0.3,0.303,0.39,0.1642,223
2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,59
4,1,12,1,0,0,0,2,0.4,0.4091,0.87,0.1045,102
2,0,5,2,0,0,0,1,0.52,0.5,0.94,0.1045,68
3,0,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,10
4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.194,4
3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,688
1,1,12,19,0,4,1,1,0.24,0.2121,0.6,0.2836,117
3,1,9,21,0,3,1,1,0.72,0.697,0.79,0.0,296
4,1,12,22,0,2,1,1,0.3,0.2879,0.56,0.2239,106
3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,10
4,1,10,12,0,2,1,2,0.52,0.5,0.45,0.3284,325
1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,70
3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,243
3,1,8,22,0,0,0,1,0.62,0.5606,0.88,0.0896,114
1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,65
4,1,12,6,0,5,1,2,0.28,0.2727,0.75,0.1642,84
4,0,12,10,0,3,1,3,0.44,0.4394,1.0,0.0896,33
4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,9
2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,367
2,0,5,8,0,6,0,1,0.56,0.5303,0.68,0.2836,126
2,1,6,20,0,0,0,1,0.62,0.6212,0.57,0.194,302
1,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,29
3,0,9,19,0,2,1,1,0.58,0.5455,0.88,0.0,337
2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,316
1,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,103
1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,2
1,0,3,13,0,0,0,1,0.38,0.3939,0.34,0.0,203
3,1,8,19,0,1,1,1,0.74,0.697,0.7,0.2239,573
1,1,12,5,0,1,1,1,0.18,0.197,0.8,0.1343,9
2,1,5,4,0,5,1,1,0.46,0.4545,0.77,0.1642,11
1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,173
1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,63
1,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,4
2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,314
2,1,6,9,0,3,1,1,0.56,0.5303,0.6,0.0896,303
2,1,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537,39
1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,3
1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,296
3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,118
1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,7
4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,593
4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,31
3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0.0,20
1,1,12,7,0,0,0,1,0.16,0.197,0.64,0.0896,19
4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,322
1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,61
4,1,11,16,0,6,0,1,0.28,0.2424,0.38,0.4478,170
2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,68
3,0,9,15,0,2,1,3,0.54,0.5152,0.94,0.3881,89
2,1,5,14,0,1,1,3,0.6,0.5606,0.83,0.194,180
2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,4
3,1,8,20,0,1,1,2,0.62,0.5758,0.83,0.2836,261
1,0,2,13,0,5,1,2,0.26,0.2576,0.5,0.2239,82
4,0,11,0,0,0,0,2,0.4,0.4091,0.58,0.194,73
3,1,6,0,0,6,0,1,0.64,0.5758,0.83,0.0,116
3,0,9,4,0,1,1,1,0.54,0.5152,0.94,0.1045,4
3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,492
1,1,1,14,0,3,1,3,0.32,0.3333,0.81,0.1045,73
3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,7
3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,241
4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0.0,14
2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0,8
2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0.0,179
4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,290
2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0,270
3,0,9,1,0,6,0,2,0.62,0.5455,0.94,0.0,83
4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,126
3,1,9,16,0,4,1,1,0.72,0.6515,0.39,0.0896,491
3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0.0,182
2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,221
1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,96
1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,132
4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,101
3,0,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,390
4,1,12,9,0,5,1,1,0.24,0.2424,0.75,0.1343,343
1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,9
3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,312
3,0,6,10,0,4,1,2,0.76,0.7273,0.66,0.1343,127
4,1,11,15,0,3,1,1,0.46,0.4545,0.36,0.0896,449
4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0,62
3,0,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,307
4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0,6
2,1,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,30
1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0.0,158
2,1,5,15,0,4,1,1,0.64,0.6212,0.36,0.2537,316
2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,7
3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,174
4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,596
3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,22
4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,37
3,1,8,0,0,0,0,2,0.64,0.6061,0.73,0.1343,120
2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,5
1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,541
3,1,9,20,0,0,0,1,0.62,0.6212,0.41,0.2836,356
4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,33
3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,19
2,1,4,2,0,0,0,1,0.44,0.4394,0.24,0.2239,32
2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,31
1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,62
1,1,2,5,0,3,1,1,0.26,0.2879,0.75,0.0896,29
4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,367
3,0,9,22,0,6,0,1,0.5,0.4848,0.72,0.2239,143
1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,2
2,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836,205
1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,180
3,1,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,53
3,1,8,2,0,3,1,1,0.68,0.6364,0.65,0.0,8
1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,104
1,1,12,13,0,5,1,2,0.3,0.303,0.49,0.1343,222
4,1,11,15,0,1,1,1,0.38,0.3939,0.4,0.2836,231
4,1,10,1,0,5,1,3,0.54,0.5152,0.88,0.0,16
4,0,12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,95
1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,78
1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,101
1,0,2,5,0,6,0,3,0.2,0.2273,1.0,0.0896,9
1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,4
1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,2
4,0,12,21,0,6,0,1,0.2,0.2121,0.75,0.1642,96
1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,57
4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,74
4,1,10,18,0,5,1,1,0.56,0.5303,0.83,0.1045,233
2,1,4,0,0,1,1,1,0.48,0.4697,0.39,0.2836,37
4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,131
4,1,12,19,0,6,0,1,0.36,0.3485,0.62,0.1343,257
2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,2
2,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045,15
4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,8
1,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,8
1,1,12,2,0,6,0,2,0.24,0.2424,0.7,0.0,19
3,0,8,12,0,3,1,3,0.76,0.697,0.55,0.1343,161
3,0,9,13,0,1,1,1,0.72,0.6667,0.54,0.1045,163
1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,272
3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0.0,248
4,1,10,16,0,6,0,1,0.54,0.5152,0.42,0.2836,691
1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,585
4,0,11,23,0,4,1,1,0.4,0.4091,0.82,0.0896,95
3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,37
4,1,10,8,0,2,1,2,0.46,0.4545,0.72,0.0896,761
3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,522
2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,22
2,1,5,8,0,0,0,1,0.56,0.5303,0.56,0.1642,171
3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,127
1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,35
4,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,70
2,0,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,128
1,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,111
4,0,11,10,0,4,1,2,0.44,0.4394,0.88,0.2239,117
2,1,5,3,0,6,0,1,0.62,0.5606,0.88,0.1045,31
1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,78
3,1,7,1,0,0,0,1,0.74,0.697,0.7,0.1343,93
3,0,8,8,0,2,1,1,0.74,0.697,0.66,0.0,392
4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,154
2,1,5,9,0,4,1,1,0.54,0.5152,0.52,0.4179,346
4,1,11,23,0,6,0,1,0.36,0.3636,0.71,0.1045,146
3,0,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343,26
3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,258
4,1,12,10,0,0,0,2,0.4,0.4091,0.87,0.2836,219
3,1,8,6,0,2,1,1,0.56,0.5303,0.83,0.1045,169
3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,845
4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,9
4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,51
2,1,4,5,0,5,1,1,0.42,0.4242,0.44,0.3582,19
2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,218
2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,178
4,1,10,15,0,4,1,1,0.62,0.6061,0.65,0.1343,305
4,1,12,23,0,2,1,1,0.34,0.3485,0.49,0.0896,81
1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,132
3,1,6,13,0,6,0,1,0.88,0.7727,0.3,0.2537,428
3,0,9,11,0,1,1,1,0.7,0.6515,0.58,0.194,165
4,1,11,5,0,4,1,1,0.34,0.3333,0.66,0.1343,40
2,1,5,15,0,1,1,2,0.64,0.6061,0.73,0.194,225
3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,152
1,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239,72
3,0,9,5,0,4,1,2,0.6,0.5152,0.94,0.1045,30
3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,114
